"STORE_ID","STORE_NAME","BUSINESS_ID","MERCHANT_STORE_ID","TRANSACTIONS_START_LOCAL_DATE","TRANSACTIONS_END_LOCAL_DATE","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX","DRIVE_CHARGE","MARKETING_FEES","STOREFRONT_TRANSACTION_FEES","STOREFRONT_DELIVERY_FEES","STAFF_TIPS","ERROR_CHARGES","ADJUSTMENTS","TOTAL_BEFORE_ADJUSTMENTS","ESTIMATED_PAYOUT","TAX_REMITTED_BY_DOORDASH_TO_STATE","SUBTOTAL_FOR_TAX","DOORDASH_FUNDED_SUBTOTAL_DISCOUNT_AMOUNT","MERCHANT_FUNDED_SUBTOTAL_DISCOUNT_AMOUNT"
1525962,"Fisher & Sons Fish and Chips (Pine Ave)",470278,"NULL","2021-09-20","2021-09-25",119.50,12.24,17.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.81,113.81,0.00,119.50,0.00,0.00
1526002,"Seaside Burritos and Tacos (Pine St)",466228,"NULL","2021-09-21","2021-09-26",126.30,12.94,18.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.29,120.29,0.00,126.30,0.00,0.00
1526007,"No Joke PBJ (Pine St)",558892,"NULL","2021-09-25","2021-09-25",53.75,5.50,8.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.18,51.18,0.00,53.75,0.00,0.00
1526014,"Sunset Beach Fish & Chips (Pine St)",251112,"NULL","2021-09-20","2021-09-26",249.80,25.59,37.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.91,237.91,0.00,249.80,0.00,0.00
1526020,"Surf City Wings (Pine St)",294695,"NULL","2021-09-23","2021-09-23",21.90,2.24,3.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.85,20.85,0.00,21.90,0.00,0.00
1526036,"Angel Wings (Pine Ave)",251575,"NULL","2021-09-21","2021-09-26",373.45,38.25,56.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.66,355.66,0.00,373.45,0.00,0.00
1526039,"Chuck's Chicken & Waffles (Pine Ave)",288674,"NULL","2021-09-24","2021-09-26",74.80,7.67,11.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.25,71.25,0.00,74.80,0.00,0.00
1526041,"Ma Soul's Chicken and Waffles (Pine Ave)",287055,"NULL","2021-09-23","2021-09-25",227.00,23.26,34.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.19,216.19,0.00,227.00,0.00,0.00
1526057,"Nacho Lords (Pine Ave)",545619,"NULL","2021-09-21","2021-09-25",42.85,4.39,6.42,0.00,0.00,0.00,0.00,0.00,0.00,6.65,0.00,34.17,34.17,0.00,42.85,0.00,0.00
1526097,"Cheebo (Pine Ave)",52235,"NULL","2021-09-22","2021-09-26",133.10,13.64,19.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.77,126.77,0.00,133.10,0.00,0.00
1526114,"Hollywood Wraps (Pine Ave)",209813,"NULL","2021-09-23","2021-09-25",61.70,6.32,9.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.76,58.76,0.00,61.70,0.00,0.00
1526123,"Nocturnal Eats (Pine Ave)",185264,"NULL","2021-09-21","2021-09-25",406.00,41.61,60.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,386.69,386.69,0.00,406.00,0.00,0.00
1526125,"LA Greens (Pine Ave)",362431,"NULL","2021-09-22","2021-09-25",96.95,9.93,14.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.33,92.33,0.00,96.95,0.00,0.00
1526151,"Oscars Pancake Bar (Pine St)",251607,"NULL","2021-09-20","2021-09-26",267.70,27.43,40.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.97,254.97,0.00,267.70,0.00,0.00
1526213,"Woofers Hot Dogs (Pine Ave)",466820,"NULL","2021-09-23","2021-09-24",84.50,8.66,12.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.49,80.49,0.00,84.50,0.00,0.00
1526315,"VU : DU Wings (Pine St)",468960,"NULL","2021-09-24","2021-09-26",135.55,13.89,20.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.10,129.10,0.00,135.55,0.00,0.00
1526334,"Sierra Bonita Mexican Grill (Pine Ave)",251573,"NULL","2021-09-21","2021-09-25",163.30,16.73,24.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.54,155.54,0.00,163.30,0.00,0.00
1526564,"Welders Grilled Cheese (Pine Ave)",404303,"NULL","2021-09-20","2021-09-26",339.45,34.78,50.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323.28,323.28,0.00,339.45,0.00,0.00
1526892,"Pizzaroo Pizza (Pine St)",251115,"NULL","2021-09-23","2021-09-24",99.65,10.21,14.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.91,94.91,0.00,99.65,0.00,0.00
1527039,"Burger Bitch (Pine Ave)",467990,"NULL","2021-09-21","2021-09-24",115.05,11.80,17.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.59,109.59,0.00,115.05,0.00,0.00
1532350,"Cheebo Express Redondo Beach",393555,"NULL","2021-09-20","2021-09-26",437.45,41.58,109.94,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,367.20,367.20,0.00,437.45,0.00,0.00
1532369,"Burger Bitch Redondo Beach",467990,"NULL","2021-09-22","2021-09-25",206.95,19.66,62.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.52,164.52,0.00,206.95,0.00,0.00
1532392,"Angel Pasta Redondo Beach",575775,"NULL","2021-09-20","2021-09-25",382.70,36.39,114.84,0.00,0.00,0.00,0.00,0.00,0.00,12.25,0.00,292.00,292.00,0.00,382.70,0.00,0.00
1532406,"Angel Wings Redondo Beach",251575,"NULL","2021-09-21","2021-09-25",323.75,30.80,97.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,257.39,257.39,0.00,323.75,0.00,0.00
1532416,"VU : DU Wings Redondo Beach",468960,"NULL","2021-09-25","2021-09-25",26.85,2.55,8.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.34,21.34,0.00,26.85,0.00,0.00
1532426,"LA Greens Redondo Beach",362431,"NULL","2021-09-21","2021-09-25",90.55,8.61,27.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.98,71.98,0.00,90.55,0.00,0.00
1532433,"Cheebo's Burger Stand Redondo Beach",252489,"NULL","2021-09-24","2021-09-24",47.65,4.53,14.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.88,37.88,0.00,47.65,0.00,0.00
1532437,"Morning After Breakfast Redondo Beach",466789,"NULL","2021-09-21","2021-09-25",156.25,14.85,46.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.21,124.21,0.00,156.25,0.00,0.00
1532471,"Chuck's Chicken & Waffles Redondo Beach",288674,"NULL","2021-09-22","2021-09-26",218.90,20.81,65.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.03,174.03,0.00,218.90,0.00,0.00
1532475,"Cheebo Redondo Beach",52235,"NULL","2021-09-21","2021-09-26",950.35,90.33,285.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.54,755.52,780.06,0.00,950.35,5.00,0.00
1532476,"The Codfather Redondo Beach",468419,"NULL","2021-09-21","2021-09-25",123.45,11.74,37.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.14,98.14,0.00,123.45,0.00,0.00
1532480,"Fisher & Sons Fish and Chips Redondo Beach",470278,"NULL","2021-09-21","2021-09-25",195.55,18.58,58.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.45,155.45,0.00,195.55,0.00,0.00
1532485,"Hollywood Wraps Redondo Beach",209813,"NULL","2021-09-21","2021-09-26",373.25,35.50,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,296.75,296.75,0.00,373.25,0.00,0.00
1532489,"Ma Soul's Chicken and Waffles Redondo Beach",287055,"NULL","2021-09-22","2021-09-26",129.55,12.32,38.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.84,102.99,116.83,0.00,129.55,0.00,0.00
1532499,"Nacho Lords Redondo Beach",545619,"NULL","2021-09-21","2021-09-25",250.25,23.79,68.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.52,205.52,0.00,250.25,0.00,0.00
1532507,"No Joke PBJ (Aviation Blvd)",558892,"NULL","2021-09-23","2021-09-25",74.70,7.11,22.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.39,59.39,0.00,74.70,0.00,0.00
1532526,"Nocturnal Eats Redondo Beach",185264,"NULL","2021-09-20","2021-09-26",740.55,70.40,222.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,588.70,588.70,0.00,740.55,0.00,0.00
1532536,"Pipeline Wraps Redondo Beach",350481,"NULL","2021-09-22","2021-09-25",112.35,10.69,33.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.31,89.31,0.00,112.35,0.00,0.00
1532557,"Pizzaroo Pizza (Aviation Blvd)",251115,"NULL","2021-09-23","2021-09-24",39.90,3.80,11.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.72,31.72,0.00,39.90,0.00,0.00
1532583,"Seaside Burritos and Tacos Redondo Beach",466228,"NULL","2021-09-21","2021-09-25",143.20,13.62,42.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.85,113.85,0.00,143.20,0.00,0.00
1532592,"Sierra Bonita Mexican Grill Redondo Beach",251573,"NULL","2021-09-20","2021-09-25",195.95,18.64,58.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.79,155.79,0.00,195.95,0.00,0.00
1532606,"Sunset Beach Fish & Chips Redondo Beach",251112,"NULL","2021-09-22","2021-09-26",185.05,17.59,50.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.48,152.48,0.00,185.05,0.00,0.00
1532625,"Welders Grilled Cheese Redondo Beach",404303,"NULL","2021-09-20","2021-09-26",1397.65,132.85,416.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1114.37,1114.37,0.00,1397.65,14.29,0.00
1532654,"Woofers Hot Dogs Redondo Beach",466820,"NULL","2021-09-22","2021-09-26",238.35,22.65,65.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.76,195.76,0.00,238.35,0.00,0.00
1536821,"Oscars Pancake Bar Redondo Beach",251607,"NULL","2021-09-20","2021-09-26",270.20,25.71,81.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.80,214.80,0.00,270.20,0.00,0.00
1634422,"No Joke PBJ (Burbank)",558892,"NULL","2021-09-23","2021-09-23",51.75,5.30,15.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.52,41.52,0.00,51.75,0.00,0.00
